epoch,auc,loss,val_auc,val_loss
48,0.9040821194648743,0.39248088002204895,0.9020556807518005,0.3961189389228821
49,0.9038881063461304,0.3931005299091339,0.9019289612770081,0.39470335841178894
50,0.9044972062110901,0.39191651344299316,0.9020145535469055,0.3961990177631378
51,0.9046415686607361,0.3911077380180359,0.9021526575088501,0.39368492364883423
52,0.9055244326591492,0.38968873023986816,0.9021086096763611,0.39850857853889465
53,0.9051690101623535,0.3904348611831665,0.9022552371025085,0.3967525362968445
54,0.9057572484016418,0.3891201317310333,0.9026044011116028,0.3977399468421936
55,0.9058123230934143,0.38934633135795593,0.9024059772491455,0.3930301368236542
56,0.9062145352363586,0.3880282938480377,0.9023035168647766,0.3915124535560608
57,0.906345784664154,0.3881874084472656,0.90217125415802,0.38966116309165955
58,0.9068122506141663,0.387675017118454,0.9026345610618591,0.39575856924057007
59,0.9068005681037903,0.3869174122810364,0.9023510217666626,0.3965431749820709
60,0.9074979424476624,0.38571009039878845,0.9026642441749573,0.39143499732017517
61,0.9076577425003052,0.38539931178092957,0.9027791619300842,0.39401930570602417
62,0.9067744016647339,0.3868752419948578,0.9025026559829712,0.390415757894516
63,0.9079636931419373,0.3846838176250458,0.902918815612793,0.38909417390823364
64,0.9083464741706848,0.38394805788993835,0.9032039642333984,0.39331546425819397
65,0.9087016582489014,0.3833696246147156,0.9031313061714172,0.3917350471019745
66,0.9084106087684631,0.3839225471019745,0.9032038450241089,0.38991042971611023
67,0.9086383581161499,0.38304659724235535,0.9031646847724915,0.39222368597984314
68,0.9092087149620056,0.38214460015296936,0.9035891890525818,0.38888636231422424
69,0.908896267414093,0.3825805187225342,0.902954638004303,0.3886392414569855
70,0.9091219305992126,0.38220420479774475,0.9029946327209473,0.389952152967453
71,0.9091655015945435,0.3822516202926636,0.9036784768104553,0.39227545261383057
72,0.9097483158111572,0.38096678256988525,0.9037491083145142,0.3928062915802002
73,0.9094170331954956,0.3818715214729309,0.9028730988502502,0.39455461502075195
74,0.9091575145721436,0.3821616470813751,0.9037390947341919,0.3935505747795105
75,0.9096447229385376,0.3809460997581482,0.9036388993263245,0.39140409231185913
76,0.9101189970970154,0.38022130727767944,0.9037846326828003,0.38751518726348877
77,0.9099875092506409,0.38051432371139526,0.9037371277809143,0.3893701434135437
78,0.9102836847305298,0.37975460290908813,0.9040302038192749,0.387249231338501
79,0.9098857045173645,0.3804274797439575,0.9038709402084351,0.38716748356819153
80,0.9106348156929016,0.3790525794029236,0.9038106203079224,0.39001309871673584
81,0.9106966853141785,0.37883275747299194,0.9035072326660156,0.3867240846157074
82,0.9107162356376648,0.37883204221725464,0.9040130972862244,0.387804239988327
83,0.9110984206199646,0.3780699670314789,0.9037308692932129,0.391175776720047
84,0.9112251996994019,0.3777371942996979,0.9039574861526489,0.3905709981918335
85,0.910659909248352,0.37881168723106384,0.9035807251930237,0.38781601190567017
86,0.911553144454956,0.3774600327014923,0.9040965437889099,0.39089256525039673
87,0.9106765389442444,0.37898051738739014,0.9035584926605225,0.3940560519695282
88,0.9114832878112793,0.3769533336162567,0.9038050770759583,0.3905662000179291
89,0.9111344814300537,0.377792090177536,0.9037184119224548,0.38879474997520447
90,0.9111753702163696,0.37788426876068115,0.9040824174880981,0.3916204869747162
91,0.9122433662414551,0.37563827633857727,0.9042566418647766,0.3892766237258911
92,0.9113547205924988,0.3776372969150543,0.9041325449943542,0.3909871578216553
93,0.9122951626777649,0.37558072805404663,0.9041687846183777,0.3873004913330078
94,0.9128146171569824,0.37462905049324036,0.9040895700454712,0.39109140634536743
95,0.9122542142868042,0.37543559074401855,0.9040743708610535,0.38921964168548584
96,0.9123514294624329,0.3756532371044159,0.9042133092880249,0.3882957398891449
97,0.9120410680770874,0.37617722153663635,0.9039591550827026,0.3886779844760895
98,0.9129780530929565,0.37420859932899475,0.9044862985610962,0.39083749055862427
99,0.913061261177063,0.3738833963871002,0.9041683673858643,0.3874724507331848
